Sun Aug 08 23:07:50 2021    output.dat

         5506646 function calls (5503771 primitive calls) in 17.588 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       32    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\matplotlib\cbook\__init__.py:2060(_check_1d)
      480    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
      148    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\lines.py:1215(set_ydata)
       14    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:3391(set_ylim)
      300    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x0000000069E0F1C0}
      180    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\matplotlib\axis.py:331(_set_artist_props)
       18    0.000    0.000    0.005    0.000 C:\Python27\lib\site-packages\matplotlib\axis.py:494(_get_gridline)
       18    0.000    0.000    0.005    0.000 C:\Python27\lib\site-packages\matplotlib\axis.py:618(_get_gridline)
      192    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\matplotlib\figure.py:58(_stale_figure_callback)
       24    0.000    0.000    0.003    0.000 C:/Users/ahmad/Documents/Graduate_study/Master_Thesis_Project/CBF_toolbox_development_code/CBF-RRTstrr/optimizingCBF_RRTstr.py:1393(saveData)
      244    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\six.py:603(itervalues)
      124    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\lines.py:967(set_antialiased)
       18    0.000    0.000    0.002    0.000 C:\Python27\lib\site-packages\matplotlib\axis.py:435(_get_text1)
       18    0.000    0.000    0.004    0.000 C:\Python27\lib\site-packages\matplotlib\axis.py:468(_get_tick1line)
       84    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\numpy\core\getlimits.py:365(__new__)
       96    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\numpy\core\numeric.py:2758(geterr)
      142    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\matplotlib\cbook\__init__.py:2049(_to_unmasked_float_array)
       18    0.000    0.000    0.005    0.000 C:\Python27\lib\site-packages\matplotlib\axis.py:589(_get_tick1line)
       96    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\numpy\core\fromnumeric.py:2512(amin)
       20    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axis.py:875(_translate_tick_kw)
       18    0.000    0.000    0.004    0.000 C:\Python27\lib\site-packages\matplotlib\axis.py:479(_get_tick2line)
        8    0.000    0.000    0.003    0.000 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:352(_plot_args)
       44    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:1039(__init__)
       88    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\matplotlib\units.py:118(is_numlike)
       18    0.000    0.000    0.004    0.000 C:\Python27\lib\site-packages\matplotlib\axis.py:604(_get_tick2line)
       42    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:3034(get_xlim)
       32    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\matplotlib\text.py:263(update_from)
       18    0.000    0.000    0.003    0.000 C:\Python27\lib\site-packages\matplotlib\axis.py:559(_get_text1)
        2    0.000    0.000    0.005    0.003 C:\Python27\lib\site-packages\matplotlib\legend.py:306(__init__)
      190    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\pyplot.py:566(_auto_draw_if_interactive)
      192    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\__init__.py:1448(is_interactive)
       86    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\matplotlib\font_manager.py:809(set_family)
      296    0.000    0.000    0.000    0.000 {abs}
       24    0.000    0.000    0.000    0.000 C:\Python27\lib\warnings.py:67(filterwarnings)
        2    0.000    0.000    0.031    0.016 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:423(__init__)
       92    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\text.py:1211(set_usetex)
       42    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:2660(__init__)
       42    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:3373(get_ylim)
      156    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\matplotlib\artist.py:184(convert_xunits)
       92    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\text.py:951(set_color)
      112    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\colors.py:110(_is_nth_color)
      128    0.000    0.000    0.000    0.000 C:\Python27\lib\re.py:138(match)
      666    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      664    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       18    0.000    0.000    0.002    0.000 C:\Python27\lib\site-packages\matplotlib\axis.py:452(_get_text2)
       52    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\cbook\__init__.py:1571(get_siblings)
       18    0.000    0.000    0.002    0.000 C:\Python27\lib\site-packages\matplotlib\axis.py:574(_get_text2)
       24    0.000    0.000    0.000    0.000 C:\Python27\lib\ntpath.py:174(split)
       42    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:833(from_extents)
      124    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\lines.py:1145(set_markeredgecolor)
       96    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\numpy\core\fromnumeric.py:2397(amax)
        8    0.000    0.000    0.002    0.000 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:295(_makeline)
      128    0.000    0.000    0.000    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
      438    0.000    0.000    0.000    0.000 {iter}
      120    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\numpy\core\fromnumeric.py:2171(all)
       40    0.000    0.000    0.004    0.000 C:\Python27\lib\site-packages\matplotlib\patches.py:194(get_transform)
       38    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\patches.py:726(_convert_units)
       80    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\artist.py:924(set_zorder)
      156    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\matplotlib\artist.py:193(convert_yunits)
       82    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:392(intervalx)
        2    0.000    0.000    0.005    0.002 C:\Python27\lib\site-packages\matplotlib\legend.py:887(_init_legend_box)
       32    0.000    0.000    0.003    0.000 C:\Python27\lib\site-packages\matplotlib\ticker.py:1803(__init__)
      294    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:991(get_points)
       18    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:713(get_xaxis_text1_transform)
       16    0.000    0.000    0.003    0.000 C:\Python27\lib\site-packages\matplotlib\axis.py:1357(_copy_tick_props)
    24/22    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:1783(__eq__)
       44    0.000    0.000    0.005    0.000 C:\Python27\lib\site-packages\matplotlib\lines.py:950(get_path)
      176    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\numpy\core\_methods.py:45(_all)
        8    0.000    0.000    0.002    0.000 C:\Python27\lib\site-packages\matplotlib\spines.py:42(__init__)
      128    0.000    0.000    0.001    0.000 {method 'all' of 'numpy.ndarray' objects}
       72    0.000    0.000    0.000    0.000 C:\Python27\lib\ntpath.py:96(splitdrive)
      238    0.000    0.000    0.000    0.000 {setattr}
      124    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\lines.py:980(set_color)
       18    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:793(get_yaxis_text1_transform)
       44    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\patches.py:273(_set_edgecolor)
       32    0.000    0.000    0.003    0.000 C:\Python27\lib\site-packages\matplotlib\ticker.py:2493(__init__)
      388    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
       82    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:400(intervaly)
       48    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.generic' objects}
       40    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:807(unit)
       26    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\matplotlib\markers.py:718(_set_tickup)
      220    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\cycler.py:227(<genexpr>)
       86    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\font_manager.py:822(set_style)
        8    0.000    0.000    0.015    0.002 C:\Python27\lib\site-packages\matplotlib\axes\_axes.py:1288(plot)
       44    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\matplotlib\patches.py:301(_set_facecolor)
       32    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axis.py:1588(set_major_locator)
        2    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\matplotlib\figure.py:283(__init__)
      502    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\artist.py:940(sticky_edges)
       38    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\numpy\core\fromnumeric.py:54(_wrapfunc)
       24    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\ticker.py:1973(view_limits)
        8    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:51(_process_plot_format)
  160/144    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\spines.py:158(_ensure_position_is_set)
       88    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\matplotlib\axis.py:1515(convert_units)
        4    0.000    0.000    0.005    0.001 C:\Python27\lib\site-packages\matplotlib\axis.py:2121(get_tick_space)
        2    0.000    0.000    0.093    0.047 C:/Users/ahmad/Documents/Graduate_study/Master_Thesis_Project/CBF_toolbox_development_code/CBF-RRTstrr/optimizingCBF_RRTstr.py:1262(initialize_graphPlot)
       10    0.000    0.000    0.000    0.000 C:\Users\ahmad\Documents\Graduate_study\Master_Thesis_Project\CBF_toolbox_development_code\CBF-RRTstrr\obstacle.py:165(__init__)
       10    0.000    0.000    0.000    0.000 {matplotlib._path.update_path_extents}
        6    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\matplotlib\offsetbox.py:709(__init__)
       10    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:869(update_from_path)
       18    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:741(get_xaxis_text2_transform)
       18    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axis.py:421(apply_tickdir)
      612    0.000    0.000    0.000    0.000 {id}
       18    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:820(get_yaxis_text2_transform)
       18    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axis.py:544(apply_tickdir)
       92    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\text.py:240(set_rotation_mode)
       26    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\matplotlib\markers.py:724(_set_tickdown)
        8    0.000    0.000    0.004    0.000 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:1949(add_line)
        4    0.000    0.000    0.025    0.006 C:\Python27\lib\site-packages\matplotlib\axis.py:1393(get_major_ticks)
       48    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\numpy\lib\type_check.py:250(isreal)
        4    0.000    0.000    0.005    0.001 C:\Python27\lib\site-packages\matplotlib\axis.py:2500(get_tick_space)
      124    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\lines.py:537(set_markevery)
       14    0.000    0.000    0.000    0.000 {matplotlib._path.affine_transform}
      132    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\numpy\lib\stride_tricks.py:261(<genexpr>)
        8    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\colors.py:179(_to_rgba_no_colorcycle)
       32    0.000    0.000    0.005    0.000 C:\Python27\lib\site-packages\matplotlib\axis.py:770(_set_scale)
       12    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:4109(get_children)
        8    0.000    0.000    0.002    0.000 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:1978(_update_line_limits)
       26    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\matplotlib\markers.py:710(_set_tickright)
       24    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axis.py:1529(set_units)
       86    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\font_manager.py:834(set_variant)
      100    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       32    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\scale.py:560(scale_factory)
       12    0.000    0.000    0.011    0.001 C:\Python27\lib\site-packages\matplotlib\axis.py:1423(grid)
        8    0.000    0.000    0.011    0.001 C:\Python27\lib\site-packages\matplotlib\ticker.py:1956(tick_values)
        4    0.000    0.000    0.003    0.001 C:\Python27\lib\site-packages\matplotlib\legend_handler.py:231(create_artists)
       18    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axis.py:633(update_position)
       36    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axis.py:192(_set_labelrotation)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\gridspec.py:84(get_grid_positions)
       18    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axis.py:510(update_position)
        8    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\spines.py:392(set_position)
       96    0.000    0.000    0.000    0.000 {numpy.seterrobj}
       16    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:954(_set_artist_props)
       32    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axis.py:1566(set_major_formatter)
       30    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\matplotlib\axis.py:1456(update_units)
       82    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\font_manager.py:1107(get_default_size)
        8    0.000    0.000    0.016    0.002 C:\Python27\lib\site-packages\matplotlib\__init__.py:1789(inner)
       48    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\numpy\core\numeric.py:3063(__exit__)
       44    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\cbook\__init__.py:2383(safe_first_element)
       60    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\artist.py:317(get_transform)
      156    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
       20    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\offsetbox.py:147(__init__)
       12    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:2305(__init__)
        8    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\ticker.py:1781(scale_range)
       26    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\patches.py:351(set_linewidth)
       10    0.000    0.000    0.000    0.000 C:\Users\ahmad\Documents\Graduate_study\Master_Thesis_Project\CBF_toolbox_development_code\CBF-RRTstrr\dynamics.py:419(__init__)
      4/2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:1070(get_points)
    42/20    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:2454(depth)
      232    0.000    0.000    0.000    0.000 {method 'itervalues' of 'dict' objects}
      154    0.000    0.000    0.000    0.000 {method 'lower' of 'unicode' objects}
        8    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:213(_xy_from_xy)
       16    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\patches.py:373(set_linestyle)
       44    0.000    0.000    0.000    0.000 C:\Python27\lib\weakref.py:367(__contains__)
       16    0.000    0.000    0.000    0.000 {method 'round' of 'numpy.generic' objects}
       48    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\numpy\core\numeric.py:3058(__enter__)
        4    0.000    0.000    0.002    0.001 C:\Python27\lib\site-packages\matplotlib\axis.py:705(__init__)
       36    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axis.py:215(get_tick_padding)
       14    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\numpy\core\fromnumeric.py:41(_wrapit)
       16    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\ticker.py:201(_divmod)
       14    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:961(intervalx)
       14    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:966(intervaly)
       44    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\cbook\__init__.py:187(add_destroy_callback)
       44    0.000    0.000    0.000    0.000 C:\Python27\lib\weakref.py:335(__setitem__)
    32/22    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:2442(__eq__)
      594    0.000    0.000    0.000    0.000 {math.radians}
        8    0.000    0.000    0.002    0.000 C:\Python27\lib\site-packages\matplotlib\spines.py:485(linear_spine)
       12    0.000    0.000    0.002    0.000 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:3004(set_xbound)
       14    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\legend.py:858(get_legend_handler)
       48    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\numpy\core\numeric.py:3054(__init__)
        4    0.000    0.000    0.004    0.001 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:1690(axis)
       24    0.000    0.000    0.002    0.000 C:\Python27\lib\genericpath.py:23(exists)
    26/22    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:2448(_iter_break_from_left_to_right)
       38    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\artist.py:814(set_alpha)
       32    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axis.py:1577(set_minor_formatter)
        8    0.000    0.000    0.011    0.001 C:\Python27\lib\site-packages\matplotlib\ticker.py:1952(__call__)
        2    0.000    0.000    0.001    0.001 C:\Python27\lib\site-packages\matplotlib\pyplot.py:416(figure)
       36    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\matplotlib\font_manager.py:929(copy)
       28    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axis.py:779(limit_range_for_scale)
       56    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\cbook\__init__.py:1498(clean)
  202/200    0.000    0.000    0.000    0.000 {hash}
       32    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axis.py:1599(set_minor_locator)
       24    0.000    0.000    0.000    0.000 C:\Python27\lib\ntpath.py:63(join)
       10    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:1336(contains_branch)
        1    0.000    0.000   17.587   17.587 C:/Users/ahmad/Documents/Graduate_study/Master_Thesis_Project/CBF_toolbox_development_code/CBF-RRTstrr/optimizingCBF_RRTstr.py:1440(main)
       12    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:3344(set_ybound)
       24    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:364(xmax)
       24    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:350(xmin)
        2    0.000    0.000    0.032    0.016 C:\Python27\lib\site-packages\matplotlib\figure.py:1265(subplots)
       28    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\text.py:1060(set_size)
       72    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       18    0.000    0.000    0.000    0.000 {method 'format' of 'unicode' objects}
       18    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\matplotlib\axis.py:415(_get_text1_transform)
        4    0.000    0.000    0.008    0.002 C:\Python27\lib\site-packages\matplotlib\pyplot.py:3350(plot)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:2876(tick_params)
       24    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:357(ymin)
       60    0.000    0.000    0.000    0.000 C:\Python27\lib\collections.py:121(itervalues)
       32    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\scale.py:82(get_transform)
       36    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\cbook\__init__.py:317(__init__)
       48    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\numpy\lib\type_check.py:170(imag)
       12    0.000    0.000    0.004    0.000 C:\Python27\lib\site-packages\matplotlib\axis.py:231(set_clip_path)
       24    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:371(ymax)
      192    0.000    0.000    0.000    0.000 {numpy.geterrobj}
       16    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\matplotlib\patches.py:417(set_fill)
       20    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\pyplot.py:580(gcf)
       16    0.000    0.000    0.004    0.000 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:400(_grab_next_args)
     12/8    0.000    0.000    0.015    0.002 C:\Python27\lib\site-packages\matplotlib\axis.py:670(__get__)
       24    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\patches.py:440(set_capstyle)
       10    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\matplotlib\legend.py:716(_set_artist_props)
      128    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\ticker.py:242(set_axis)
    14/10    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:1868(transform_affine)
        6    0.000    0.000    0.011    0.002 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:2706(grid)
     20/2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\offsetbox.py:178(set_figure)
       20    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\pyplot.py:951(gca)
       12    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\legend.py:1299(_get_legend_handles)
       10    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:2522(__init__)
       16    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:1844(_get_is_separable)
        8    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:178(__call__)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\collections.py:38(__init__)
       32    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\ticker.py:525(set_useOffset)
       38    0.000    0.000    0.004    0.000 C:\Python27\lib\site-packages\matplotlib\patches.py:736(get_patch_transform)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\patches.py:1472(_recompute_transform)
        8    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\spines.py:318(_calc_offset_transform)
       48    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:2145(transform)
       14    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\artist.py:901(set_label)
       76    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\cbook\__init__.py:382(process)
        2    0.000    0.000    0.032    0.016 C:\Python27\lib\site-packages\matplotlib\figure.py:1158(add_subplot)
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\markers.py:429(_set_triangle)
       38    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\cbook\__init__.py:644(_string_to_bool)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:1169(_set_title_offset_trans)
       18    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\matplotlib\axis.py:538(_get_text1_transform)
       14    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:2158(_process_unit_info)
       20    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\offsetbox.py:188(axes)
       10    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:2334(__eq__)
        4    0.000    0.000    0.009    0.002 C:\Python27\lib\site-packages\matplotlib\axis.py:927(set_clip_path)
       18    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\matplotlib\axis.py:541(_get_text2_transform)
        8    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:1318(set_aspect)
       10    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:1356(contains_branch_seperately)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\gridspec.py:456(get_position)
       18    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\matplotlib\axis.py:418(_get_text2_transform)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axis.py:1794(_get_label)
       32    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.generic' objects}
       32    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axis.py:764(get_transform)
       26    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:3178(get_xscale)
        1    0.000    0.000    0.001    0.001 C:/Users/ahmad/Documents/Graduate_study/Master_Thesis_Project/CBF_toolbox_development_code/CBF-RRTstrr/optimizingCBF_RRTstr.py:123(Initialization)
       24    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\cycler.py:225(__iter__)
       16    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:2372(blended_transform_factory)
       92    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\text.py:584(set_wrap)
        2    0.000    0.000    0.004    0.002 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:617(_init_axis)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axis.py:2440(get_view_interval)
        8    0.000    0.000    0.001    0.000 C:\Python27\lib\site-packages\matplotlib\legend_handler.py:74(update_prop)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:649(_set_lim_and_transforms)
       24    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\figure.py:243(_update_this)
        8    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:1710(_set)
       68    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\markers.py:294(_set_nothing)
       20    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\figure.py:1798(gca)
        8    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:253(_getdefaults)
       32    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\numpy\lib\function_base.py:258(iterable)
       70    0.000    0.000    0.000    0.000 C:\Python27\lib\collections.py:78(__iter__)
      156    0.000    0.000    0.000    0.000 {callable}
